patch_id,source_scene,split
oc-0084,S1A_IW_GRDH_1SDV_20190305T155702_20190305T155727_026205_02ED1B_0DF1.SAFE,train
oc-0085,S1A_IW_GRDH_1SDV_20190306T040041_20190306T040106_026212_02ED51_8E68.SAFE,train
oc-0086,S1B_IW_GRDH_1SDV_20190306T154745_20190306T154810_015236_01C814_B914.SAFE,train
oc-0087,S1B_IW_GRDH_1SDV_20190306T154810_20190306T154835_015236_01C814_5AC6.SAFE;S1B_IW_GRDH_1SDV_20190306T154745_20190306T154810_015236_01C814_B914.SAFE,train
oc-0088,S1B_IW_GRDH_1SDV_20190306T154810_20190306T154835_015236_01C814_5AC6.SAFE;S1B_IW_GRDH_1SDV_20190306T154745_20190306T154810_015236_01C814_B914.SAFE,train
oc-0089,S1A_IW_GRDH_1SDV_20190308T034412_20190308T034437_026241_02EE61_2777.SAFE,train
oc-0090,S1A_IW_GRDH_1SDV_20190310T160513_20190310T160538_026278_02EFD1_0733.SAFE,train
oc-0095,S1B_IW_GRDH_1SDV_20190314T034234_20190314T034259_015345_01CBA8_E507.SAFE,train
oc-0096,S1B_IW_GRDH_1SDV_20190314T034259_20190314T034324_015345_01CBA8_7B51.SAFE;S1B_IW_GRDH_1SDV_20190314T034234_20190314T034259_015345_01CBA8_E507.SAFE,train
oc-0097,S1A_IW_GRDH_1SDV_20190317T155702_20190317T155727_026380_02F38B_5C28.SAFE,train
oc-0098,S1B_IW_GRDH_1SDV_20190318T154810_20190318T154835_015411_01CDBD_41F5.SAFE,train
oc-0099,S1B_IW_GRDH_1SDV_20190318T154810_20190318T154835_015411_01CDBD_41F5.SAFE,train
oc-0100,S1A_IW_GRDH_1SDV_20190320T034412_20190320T034437_026416_02F4D4_1A96.SAFE,train
oc-0101,S1A_IW_GRDH_1SDV_20190320T034412_20190320T034437_026416_02F4D4_1A96.SAFE,train
oc-0102,S1A_IW_GRDH_1SDV_20190320T034412_20190320T034437_026416_02F4D4_1A96.SAFE,train
oc-0103,S1B_IW_GRDH_1SDV_20190323T155609_20190323T155634_015484_01D019_131C.SAFE,train
oc-0104,S1B_IW_GRDH_1SDV_20190326T034324_20190326T034349_015520_01D15F_C18B.SAFE,train
oc-0105,S1A_IW_GRDH_1SDV_20190329T155702_20190329T155727_026555_02F9F6_EC3A.SAFE,train
oc-0106,S1A_IW_GRDH_1SDV_20190401T034322_20190401T034347_026591_02FB4C_1C41.SAFE,train
oc-0107,S1B_IW_GRDH_1SDV_20190404T155610_20190404T155635_015659_01D5E2_CCBC.SAFE,train
oc-0108,S1B_IW_GRDH_1SDV_20190404T155610_20190404T155635_015659_01D5E2_CCBC.SAFE,train
oc-0109,S1B_IW_GRDH_1SDV_20190404T155610_20190404T155635_015659_01D5E2_CCBC.SAFE,train
oc-0110,S1B_IW_GRDH_1SDV_20190404T155610_20190404T155635_015659_01D5E2_CCBC.SAFE,train
oc-0111,S1B_IW_GRDH_1SDV_20190404T155610_20190404T155635_015659_01D5E2_CCBC.SAFE,train
oc-0112,S1B_IW_GRDH_1SDV_20190404T155610_20190404T155635_015659_01D5E2_CCBC.SAFE,train
oc-0114,S1B_IW_GRDH_1SDV_20190405T040005_20190405T040029_015666_01D628_7546.SAFE;S1B_IW_GRDH_1SDV_20190405T035940_20190405T040005_015666_01D628_676F.SAFE,train
oc-0115,S1A_IW_GRDH_1SDV_20190405T154836_20190405T154901_026657_02FDC3_95CA.SAFE,train
oc-0116,S1A_IW_GRDH_1SDV_20190406T035232_20190406T035258_026664_02FE02_55D2.SAFE,train
oc-0117,S1B_IW_GRDH_1SDV_20190406T154007_20190406T154032_015688_01D6ED_92E4.SAFE,train
oc-0118,S1B_IW_GRDH_1SDV_20190407T034259_20190407T034324_015695_01D728_6F12.SAFE,train
oc-0121,S1B_IW_GRDH_1SDV_20190409T160430_20190409T160455_015732_01D85B_FCAC.SAFE,train
oc-0122,S1A_IW_GRDH_1SDV_20190410T155702_20190410T155727_026730_030069_18D5.SAFE;S1A_IW_GRDH_1SDV_20190410T155637_20190410T155702_026730_030069_F270.SAFE,train
oc-0123,S1A_IW_GRDH_1SDV_20190410T155702_20190410T155727_026730_030069_18D5.SAFE,train
oc-0124,S1A_IW_GRDH_1SDV_20190410T155702_20190410T155727_026730_030069_18D5.SAFE,train
oc-0125,S1A_IW_GRDH_1SDV_20190410T155702_20190410T155727_026730_030069_18D5.SAFE,train
oc-0126,S1A_IW_GRDH_1SDV_20190410T155702_20190410T155727_026730_030069_18D5.SAFE,train
oc-0128,S1B_IW_GRDH_1SDV_20190412T035040_20190412T035105_015768_01D985_9F88.SAFE,train
oc-0131,S1B_IW_GRDH_1SDV_20190419T034234_20190419T034259_015870_01DCF1_643E.SAFE,train
oc-0132,S1B_IW_GRDH_1SDV_20190419T034324_20190419T034349_015870_01DCF1_E67E.SAFE,train
oc-0133,S1A_IW_GRDH_1SDV_20190422T155703_20190422T155728_026905_0306B7_01CA.SAFE;S1A_IW_GRDH_1SDV_20190422T155638_20190422T155703_026905_0306B7_70C6.SAFE,train
oc-0134,S1B_IW_GRDH_1SDV_20190423T154811_20190423T154836_015936_01DF14_D0D6.SAFE,train
oc-0135,S1A_IW_GRDH_1SDV_20190424T154123_20190424T154148_026934_0307C2_8DFF.SAFE,train
oc-0136,S1A_IW_GRDH_1SDV_20190425T034413_20190425T034438_026941_030806_CB88.SAFE,train
oc-0137,S1B_IW_GRDH_1SDV_20190428T155611_20190428T155636_016009_01E182_C2CE.SAFE,train
oc-0138,S1A_IW_GRDH_1SDV_20190429T154837_20190429T154902_027007_030A73_8C50.SAFE,train
oc-0139,S1A_IW_GRDH_1SDV_20190430T035233_20190430T035259_027014_030AB6_B4D3.SAFE,train
oc-0141,S1B_IW_GRDH_1SDV_20190503T160431_20190503T160456_016082_01E3FE_B525.SAFE,train
oc-0142,S1B_IW_GRDH_1SDV_20190506T035131_20190506T035156_016118_01E530_855F.SAFE,train
oc-0145,S1B_IW_GRDH_1SDV_20190513T034309_20190513T034334_016220_01E86A_4EC1.SAFE,train
oc-0146,S1B_IW_GRDH_1SDV_20190513T034334_20190513T034359_016220_01E86A_D898.SAFE,train
oc-0147,S1B_IW_GRDH_1SDV_20190513T034334_20190513T034359_016220_01E86A_D898.SAFE,train
oc-0148,S1A_IW_GRDH_1SDV_20190513T153312_20190513T153337_027211_03114D_1AE8.SAFE,train
oc-0150,S1B_IW_GRDH_1SDV_20190518T035132_20190518T035157_016293_01EAA1_93CF.SAFE,train
oc-0151,S1B_IW_GRDH_1SDV_20190518T035132_20190518T035157_016293_01EAA1_93CF.SAFE,train
oc-0153,S1A_IW_GRDH_1SDV_20190519T034414_20190519T034439_027291_0313E1_23BF.SAFE,train
oc-0154,S1A_IW_GRDH_1SDV_20190519T034414_20190519T034439_027291_0313E1_23BF.SAFE,train
oc-0155,S1A_IW_GRDH_1SDV_20190519T034414_20190519T034439_027291_0313E1_23BF.SAFE,train
oc-0156,S1A_IW_GRDH_1SDV_20190523T154838_20190523T154903_027357_0315EA_5427.SAFE,train
oc-0157,S1A_IW_GRDH_1SDV_20190523T154838_20190523T154903_027357_0315EA_5427.SAFE,train
oc-0158,S1A_IW_GRDH_1SDV_20190523T154838_20190523T154903_027357_0315EA_5427.SAFE,train
oc-0159,S1A_IW_GRDH_1SDV_20190523T154928_20190523T154953_027357_0315EA_D01B.SAFE,train
oc-0160,S1A_IW_GRDH_1SDV_20190524T035234_20190524T035300_027364_031625_7F1D.SAFE,train
oc-0162,S1B_IW_GRDH_1SDV_20190529T154748_20190529T154813_016461_01EFC4_EB6A.SAFE,train
oc-0163,S1B_IW_GRDH_1SDV_20190529T154813_20190529T154838_016461_01EFC4_3A8F.SAFE,train
oc-0164,S1A_IW_GRDH_1SDV_20190531T034350_20190531T034415_027466_031954_419E.SAFE,train
oc-0166,S1B_IW_GRDH_1SDV_20190606T034246_20190606T034311_016570_01F315_F9B4.SAFE,train
oc-0167,S1B_IW_GRDH_1SDV_20190606T034311_20190606T034336_016570_01F315_5C67.SAFE,train
oc-0168,S1A_IW_GRDH_1SDV_20190606T153313_20190606T153338_027561_031C2E_9D61.SAFE,train
oc-0169,S1A_IW_GRDH_1SDV_20190609T155705_20190609T155730_027605_031D91_8BA8.SAFE;S1A_IW_GRDH_1SDV_20190609T155640_20190609T155705_027605_031D91_AC88.SAFE,train
oc-0171,S1B_IW_GRDH_1SDV_20190610T154813_20190610T154838_016636_01F4FD_EE80.SAFE,train
oc-0172,S1B_IW_GRDH_1SDV_20190610T154903_20190610T154928_016636_01F4FD_9997.SAFE,train
oc-0173,S1A_IW_GRDH_1SDV_20190612T034415_20190612T034440_027641_031EA9_6044.SAFE,train
oc-0174,S1A_IW_GRDH_1SDV_20190614T160517_20190614T160542_027678_031FC6_6583.SAFE,train
oc-0175,S1B_IW_GRDH_1SDV_20190615T155613_20190615T155638_016709_01F729_3F2F.SAFE,train
oc-0176,S1B_IW_GRDH_1SDV_20190615T155613_20190615T155638_016709_01F729_3F2F.SAFE,train
oc-0177,S1B_IW_GRDH_1SDV_20190615T155613_20190615T155638_016709_01F729_3F2F.SAFE,train
oc-0178,S1B_IW_GRDH_1SDV_20190616T040008_20190616T040032_016716_01F766_6FBC.SAFE,train
oc-0180,S1B_IW_GRDH_1SDV_20190617T154011_20190617T154036_016738_01F815_C47E.SAFE,train
oc-0181,S1B_IW_GRDH_1SDV_20190618T034246_20190618T034311_016745_01F848_4829.SAFE,train
oc-0183,S1B_IW_GRDH_1SDV_20190618T034336_20190618T034401_016745_01F848_6273.SAFE;S1B_IW_GRDH_1SDV_20190618T034311_20190618T034336_016745_01F848_5E80.SAFE,train
oc-0184,S1B_IW_GRDH_1SDV_20190618T034336_20190618T034401_016745_01F848_6273.SAFE,train
oc-0185,S1B_IW_GRDH_1SDV_20190618T034336_20190618T034401_016745_01F848_6273.SAFE,train
oc-0186,S1A_IW_GRDH_1SDV_20190619T033457_20190619T033522_027743_0321AE_AA16.SAFE,train
oc-0187,S1A_IW_GRDH_1SDV_20190621T155641_20190621T155706_027780_0322C6_F246.SAFE,train
oc-0188,S1A_IW_GRDH_1SDV_20190621T155706_20190621T155731_027780_0322C6_D33C.SAFE,train
oc-0189,S1A_IW_GRDH_1SDV_20190622T040045_20190622T040110_027787_0322FB_3F3F.SAFE,train
oc-0190,S1B_IW_GRDH_1SDV_20190622T154814_20190622T154839_016811_01FA2F_42DF.SAFE;S1B_IW_GRDH_1SDV_20190622T154749_20190622T154814_016811_01FA2F_09AC.SAFE,train
oc-0191,S1B_IW_GRDH_1SDV_20190622T154904_20190622T154929_016811_01FA2F_B265.SAFE,train
oc-0194,S1A_IW_GRDH_1SDV_20190624T034416_20190624T034441_027816_0323DB_9B01.SAFE,train
oc-0196,S1B_IW_GRDH_1SDV_20190627T155614_20190627T155639_016884_01FC51_DE9E.SAFE,train
oc-0197,S1B_IW_GRDH_1SDV_20190627T155614_20190627T155639_016884_01FC51_DE9E.SAFE,train
oc-0198,S1B_IW_GRDH_1SDV_20190628T040009_20190628T040033_016891_01FC8F_8CA8.SAFE;S1B_IW_GRDH_1SDV_20190628T035944_20190628T040009_016891_01FC8F_02B3.SAFE,train
oc-0200,S1A_IW_GRDH_1SDV_20190701T033523_20190701T033548_027918_0326E9_06FF.SAFE,train
oc-0201,S1A_IW_GRDH_1SDV_20190703T155707_20190703T155732_027955_03280F_4059.SAFE,train
oc-0202,S1A_IW_GRDH_1SDV_20190703T155707_20190703T155732_027955_03280F_4059.SAFE,train
oc-0205,S1A_IW_GRDH_1SDV_20190710T154930_20190710T154955_028057_032B2E_D40F.SAFE,train
oc-0207,S1A_IW_GRDH_1SDV_20190711T035236_20190711T035303_028064_032B5E_B97C.SAFE,train
oc-0208,S1B_IW_GRDH_1SDV_20190712T034313_20190712T034338_017095_02029D_FE28.SAFE,train
oc-0209,S1B_IW_GRDH_1SDV_20190712T034338_20190712T034403_017095_02029D_4A64.SAFE;S1B_IW_GRDH_1SDV_20190712T034313_20190712T034338_017095_02029D_FE28.SAFE,train
oc-0212,S1B_IW_GRDH_1SDV_20190714T160435_20190714T160500_017132_0203A9_49DE.SAFE,train
oc-0213,S1B_IW_GRDH_1SDV_20190714T160435_20190714T160500_017132_0203A9_49DE.SAFE,train
oc-0214,S1A_IW_GRDH_1SDV_20190715T155708_20190715T155733_028130_032D5B_FC3B.SAFE;S1A_IW_GRDH_1SDV_20190715T155643_20190715T155708_028130_032D5B_CF97.SAFE,train
oc-0216,S1B_IW_GRDH_1SDV_20190716T154816_20190716T154841_017161_020487_EEF7.SAFE,train
oc-0217,S1A_IW_GRDH_1SDV_20190723T035212_20190723T035237_028239_0330A7_A061.SAFE,train
oc-0218,S1A_IW_GRDH_1SDV_20190723T035237_20190723T035304_028239_0330A7_2013.SAFE,train
oc-0219,S1B_IW_GRDH_1SDV_20190723T154013_20190723T154038_017263_020781_2CF5.SAFE,train
oc-0220,S1B_IW_GRDH_1SDV_20190724T034248_20190724T034313_017270_0207B2_7027.SAFE,train
oc-0221,S1B_IW_GRDH_1SDV_20190724T034338_20190724T034403_017270_0207B2_57DF.SAFE,train
oc-0222,S1B_IW_GRDH_1SDV_20190724T034338_20190724T034403_017270_0207B2_57DF.SAFE,train
oc-0223,S1A_IW_GRDH_1SDV_20190725T033525_20190725T033550_028268_03317E_4073.SAFE,train
oc-0225,S1A_IW_GRDH_1SDV_20190727T155708_20190727T155733_028305_0332B2_BDB8.SAFE,train
oc-0227,S1B_IW_GRDH_1SDV_20190729T035201_20190729T035225_017343_0209D6_3B2F.SAFE;S1B_IW_GRDH_1SDV_20190729T035136_20190729T035201_017343_0209D6_D740.SAFE,train
oc-0228,S1A_IW_GRDH_1SDV_20190729T154103_20190729T154128_028334_033394_7A06.SAFE,train
oc-0229,S1A_IW_GRDH_1SDV_20190730T034418_20190730T034443_028341_0333D2_9F38.SAFE,train
oc-0230,S1A_IW_GRDH_1SDV_20190730T034418_20190730T034443_028341_0333D2_9F38.SAFE,train
oc-0231,S1B_IW_GRDH_1SDV_20190730T153223_20190730T153248_017365_020A74_A71C.SAFE,train
oc-0232,S1B_IW_GRDH_1SDV_20190730T153223_20190730T153248_017365_020A74_A71C.SAFE,train
oc-0233,S1A_IW_GRDH_1SDV_20190803T154842_20190803T154907_028407_0335C8_F8D0.SAFE,train
oc-0234,S1A_IW_GRDH_1SDV_20190804T035238_20190804T035304_028414_0335FE_8869.SAFE,train
oc-0236,S1A_IW_GRDH_1SDV_20190809T040049_20190809T040114_028487_03384A_86C8.SAFE,train
oc-0237,S1B_IW_GRDH_1SDV_20190810T035137_20190810T035202_017518_020F20_E49F.SAFE,train
oc-0238,S1B_IW_GRDH_1SDV_20190810T035137_20190810T035202_017518_020F20_E49F.SAFE,train
oc-0240,S1B_IW_GRDH_1SDV_20190812T033440_20190812T033505_017547_020FFE_79B0.SAFE,train
oc-0241,S1A_IW_GRDH_1SDV_20190813T160521_20190813T160546_028553_033AA6_6486.SAFE,train
oc-0242,S1B_IW_GRDH_1SDV_20190814T155617_20190814T155642_017584_021133_82C5.SAFE,train
oc-0243,S1B_IW_GRDH_1SDV_20190814T155617_20190814T155642_017584_021133_82C5.SAFE,train
oc-0248,S1B_IW_GRDH_1SDV_20190817T034340_20190817T034405_017620_021260_79A2.SAFE,train
oc-0249,S1A_IW_GRDH_1SDV_20190820T155710_20190820T155735_028655_033E24_AFFA.SAFE;S1A_IW_GRDH_1SDV_20190820T155645_20190820T155710_028655_033E24_C67B.SAFE,train
oc-0250,S1A_IW_GRDH_1SDV_20190820T155710_20190820T155735_028655_033E24_AFFA.SAFE,train
oc-0251,S1A_IW_GRDH_1SDV_20190820T155710_20190820T155735_028655_033E24_AFFA.SAFE,train
oc-0252,S1B_IW_GRDH_1SDV_20190821T154818_20190821T154843_017686_021461_4D57.SAFE,train
oc-0253,S1B_IW_GRDH_1SDV_20190822T035137_20190822T035202_017693_021497_9677.SAFE,train
oc-0254,S1A_IW_GRDH_1SDV_20190825T160521_20190825T160546_028728_0340B1_6F50.SAFE,train
oc-0255,S1B_IW_GRDH_1SDV_20190827T040013_20190827T040037_017766_0216ED_15AD.SAFE,train
oc-0256,S1A_IW_GRDH_1SDV_20190827T154843_20190827T154908_028757_0341B2_CC65.SAFE,train
oc-0257,S1A_IW_GRDH_1SDV_20190827T154843_20190827T154908_028757_0341B2_CC65.SAFE,train
oc-0259,S1A_IW_GRDH_1SDV_20190828T035239_20190828T035306_028764_0341F0_E062.SAFE,train
oc-0260,S1B_IW_GRDH_1SDV_20190828T154015_20190828T154040_017788_02179A_FD13.SAFE,train
oc-0262,S1A_IW_GRDH_1SDV_20190901T155710_20190901T155735_028830_03443E_9738.SAFE,train
oc-0263,S1A_IW_GRDH_1SDV_20190902T040050_20190902T040115_028837_03447B_D2F2.SAFE,train
oc-0264,S1B_IW_GRDH_1SDV_20190902T154818_20190902T154843_017861_0219CE_E6A5.SAFE;S1B_IW_GRDH_1SDV_20190902T154753_20190902T154818_017861_0219CE_7D5A.SAFE,train
oc-0265,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE,train
oc-0269,S1B_IW_GRDH_1SDV_20190905T033441_20190905T033506_017897_021AE1_97C9.SAFE,train
oc-0270,S1B_IW_GRDH_1SDV_20190908T040013_20190908T040037_017941_021C58_57F2.SAFE,train
oc-0271,S1A_IW_GRDH_1SDV_20190913T155711_20190913T155736_029005_034A50_BA8D.SAFE;S1A_IW_GRDH_1SDV_20190913T155646_20190913T155711_029005_034A50_FACE.SAFE,train
oc-0272,S1B_IW_GRDH_1SDV_20190914T154754_20190914T154819_018036_021F43_FD90.SAFE,train
oc-0274,S1B_IW_GRDH_1SDV_20190915T035204_20190915T035228_018043_021F77_BA8F.SAFE;S1B_IW_GRDH_1SDV_20190915T035139_20190915T035204_018043_021F77_D5B3.SAFE,train
oc-0275,S1A_IW_GRDH_1SDV_20190916T034356_20190916T034421_029041_034B8F_5C81.SAFE,train
oc-0276,S1A_IW_GRDH_1SDV_20190916T034356_20190916T034421_029041_034B8F_5C81.SAFE,train
oc-0279,S1A_IW_GRDH_1SDV_20190920T154934_20190920T154959_029107_034DCE_D8C0.SAFE,train
oc-0280,S1A_IW_GRDH_1SDV_20190921T035125_20190921T035150_029114_034E08_0160.SAFE,train
oc-0281,S1B_IW_GRDH_1SDV_20190924T160439_20190924T160504_018182_0223D0_BC8E.SAFE,train
oc-0282,S1A_IW_GRDH_1SDV_20190925T155712_20190925T155737_029180_035045_0057.SAFE;S1A_IW_GRDH_1SDV_20190925T155647_20190925T155712_029180_035045_7B53.SAFE,train
oc-0283,S1A_IW_GRDH_1SDV_20190925T155712_20190925T155737_029180_035045_0057.SAFE,train
oc-0284,S1A_IW_GRDH_1SDV_20190925T155712_20190925T155737_029180_035045_0057.SAFE,train
oc-0285,S1A_IW_GRDH_1SDV_20190925T155712_20190925T155737_029180_035045_0057.SAFE,train
oc-0286,S1A_IW_GRDH_1SDV_20190926T040051_20190926T040116_029187_035080_972D.SAFE;S1A_IW_GRDH_1SDV_20190926T040026_20190926T040051_029187_035080_F816.SAFE,train
oc-0287,S1B_IW_GRDH_1SDV_20190927T035049_20190927T035114_018218_0224DC_62D9.SAFE,train
oc-0288,S1B_IW_GRDH_1SDV_20190927T035049_20190927T035114_018218_0224DC_62D9.SAFE,train
oc-0289,S1A_IW_GRDH_1SDV_20190928T034421_20190928T034446_029216_035188_54CE.SAFE,train
oc-0290,S1A_IW_GRDH_1SDV_20190930T160523_20190930T160548_029253_0352E1_73A7.SAFE,train
oc-0298,S1A_IW_GRDH_1SDV_20191003T035241_20191003T035307_029289_035408_5AB5.SAFE,train
oc-0299,S1B_IW_GRDH_1SDV_20191004T034342_20191004T034407_018320_02282B_F708.SAFE,train
oc-0300,S1B_IW_GRDH_1SDV_20191004T034342_20191004T034407_018320_02282B_F708.SAFE,train
oc-0301,S1A_IW_GRDH_1SDV_20191005T033503_20191005T033528_029318_035507_57C3.SAFE,train
oc-0303,S1A_IW_GRDH_1SDV_20191009T154131_20191009T154156_029384_035749_9F6C.SAFE,train
oc-0304,S1B_IW_GRDH_1SDV_20191011T033442_20191011T033507_018422_022B37_C218.SAFE,train
oc-0305,S1A_IW_GRDH_1SDV_20191015T035126_20191015T035151_029464_035A19_9F94.SAFE,train
oc-0307,S1A_IW_GRDH_1SDV_20191019T155712_20191019T155737_029530_035C5B_D123.SAFE,train
oc-0308,S1A_IW_GRDH_1SDV_20191019T155712_20191019T155737_029530_035C5B_D123.SAFE,train
oc-0309,S1B_IW_GRDH_1SDV_20191020T154820_20191020T154845_018561_022F8C_E7C6.SAFE;S1B_IW_GRDH_1SDV_20191020T154755_20191020T154820_018561_022F8C_BB43.SAFE,train
oc-0311,S1B_IW_GRDH_1SDV_20191021T035049_20191021T035114_018568_022FC0_D1AC.SAFE,train
oc-0312,S1B_IW_GRDH_1SDV_20191021T035049_20191021T035114_018568_022FC0_D1AC.SAFE,train
oc-0315,S1A_IW_GRDH_1SDV_20191021T154131_20191021T154156_029559_035D56_1CD1.SAFE,train
oc-0316,S1A_IW_GRDH_1SDV_20191022T034356_20191022T034421_029566_035D93_FD78.SAFE,train
oc-0317,S1A_IW_GRDH_1SDV_20191022T034356_20191022T034421_029566_035D93_FD78.SAFE,train
oc-0318,S1A_IW_GRDH_1SDV_20191022T034421_20191022T034446_029566_035D93_463F.SAFE,train
oc-0319,S1A_IW_GRDH_1SDV_20191022T034421_20191022T034446_029566_035D93_463F.SAFE,train
oc-0320,S1A_IW_GRDH_1SDV_20191022T034421_20191022T034446_029566_035D93_463F.SAFE,train
oc-0321,S1A_IW_GRDH_1SDV_20191027T035241_20191027T035307_029639_036018_4470.SAFE;S1A_IW_GRDH_1SDV_20191027T035216_20191027T035241_029639_036018_3127.SAFE,train
oc-0322,S1B_IW_GRDH_1SDV_20191027T154016_20191027T154041_018663_0232BF_6EB7.SAFE,train
oc-0323,S1B_IW_GRDH_1SDV_20191030T160439_20191030T160504_018707_023425_6ED4.SAFE,train
oc-0329,S1B_IW_GRDH_1SDV_20191101T154909_20191101T154934_018736_023509_D85B.SAFE,train
oc-0331,S1A_IW_GRDH_1SDV_20191103T034422_20191103T034447_029741_0363B0_D43F.SAFE,train
oc-0332,S1A_IW_GRDH_1SDV_20191103T034422_20191103T034447_029741_0363B0_D43F.SAFE,train
oc-0333,S1B_IW_GRDH_1SDV_20191106T155619_20191106T155644_018809_02375F_81F1.SAFE,train
oc-0334,S1B_IW_GRDH_1SDV_20191108T153951_20191108T154016_018838_023867_1595.SAFE,train
oc-0335,S1B_IW_GRDH_1SDV_20191108T154016_20191108T154041_018838_023867_C951.SAFE,train
oc-0336,S1B_IW_GRDH_1SDV_20191109T034342_20191109T034407_018845_0238A3_42C2.SAFE,train
oc-0337,S1B_IW_GRDH_1SDV_20191109T034342_20191109T034407_018845_0238A3_42C2.SAFE,train
oc-0338,S1B_IW_GRDH_1SDV_20191109T034342_20191109T034407_018845_0238A3_42C2.SAFE,train
oc-0339,S1A_IW_GRDH_1SDV_20191109T153320_20191109T153345_029836_036704_C1E1.SAFE,train
oc-0341,S1B_IW_GRDH_1SDV_20191114T035139_20191114T035204_018918_023AE4_06B2.SAFE,train
oc-0342,S1B_IW_GRDH_1SDV_20191114T035139_20191114T035204_018918_023AE4_06B2.SAFE,train
oc-0343,S1A_IW_GRDH_1SDV_20191115T034421_20191115T034446_029916_0369D3_9DE6.SAFE,train
oc-0344,S1B_IW_GRDH_1SDV_20191123T160439_20191123T160504_019057_023F6D_FB3B.SAFE,train
oc-0345,S1A_IW_GRDH_1SDV_20191127T034331_20191127T034356_030091_036FE7_55A3.SAFE,train
oc-0346,S1A_IW_GRDH_1SDV_20191127T034421_20191127T034446_030091_036FE7_E367.SAFE,train
oc-0347,S1B_IW_GRDH_1SDV_20191127T153226_20191127T153251_019115_024136_B82C.SAFE,train
oc-0348,S1A_IW_GRDH_1SDV_20191129T160522_20191129T160547_030128_03713A_62F9.SAFE,train
oc-0349,S1B_IW_GRDH_1SDV_20191130T155618_20191130T155643_019159_02429A_7E10.SAFE,train
oc-0350,S1B_IW_GRDH_1SDV_20191130T155618_20191130T155643_019159_02429A_7E10.SAFE,train
oc-0351,S1B_IW_GRDH_1SDV_20191130T155618_20191130T155643_019159_02429A_7E10.SAFE,train
oc-0352,S1B_IW_GRDH_1SDV_20191130T155618_20191130T155643_019159_02429A_7E10.SAFE,train
oc-0353,S1B_IW_GRDH_1SDV_20191130T155618_20191130T155643_019159_02429A_7E10.SAFE,train
oc-0354,S1B_IW_GRDH_1SDV_20191130T155618_20191130T155643_019159_02429A_7E10.SAFE,train
oc-0355,S1B_IW_GRDH_1SDV_20191130T155618_20191130T155643_019159_02429A_7E10.SAFE,train
oc-0357,S1B_IW_GRDH_1SDV_20191203T034251_20191203T034316_019195_0243D6_EC71.SAFE,train
oc-0359,S1B_IW_GRDH_1SDV_20191203T034341_20191203T034406_019195_0243D6_497E.SAFE,train
oc-0360,S1B_IW_GRDH_1SDV_20191203T034341_20191203T034406_019195_0243D6_497E.SAFE,train
oc-0361,S1A_IW_GRDH_1SDV_20191204T033502_20191204T033527_030193_037365_9BAB.SAFE,train
oc-0362,S1B_IW_GRDH_1SDV_20191205T160438_20191205T160503_019232_0244F5_5369.SAFE,train
oc-0363,S1B_IW_GRDH_1SDV_20191207T154819_20191207T154844_019261_0245D7_02A3.SAFE,train
oc-0364,S1B_IW_GRDH_1SDV_20191207T154909_20191207T154934_019261_0245D7_07B0.SAFE,train
oc-0365,S1B_IW_GRDH_1SDV_20191208T035048_20191208T035113_019268_02460F_78B1.SAFE,train
oc-0366,S1A_IW_GRDH_1SDV_20191208T154106_20191208T154131_030259_0375A0_49AF.SAFE,train
oc-0367,S1A_IW_GRDH_1SDV_20191208T154131_20191208T154156_030259_0375A0_A790.SAFE,train
oc-0368,S1A_IW_GRDH_1SDV_20191209T034356_20191209T034421_030266_0375E5_D78E.SAFE,train
oc-0369,S1B_IW_GRDH_1SDV_20191209T153226_20191209T153251_019290_0246C0_89B6.SAFE,train
oc-0370,S1B_IW_GRDH_1SDV_20191215T034341_20191215T034406_019370_024965_2ED6.SAFE,train
oc-0371,S1A_IW_GRDH_1SDV_20191218T155710_20191218T155735_030405_037AC0_C384.SAFE,train
oc-0372,S1A_IW_GRDH_1SDV_20191218T155710_20191218T155735_030405_037AC0_C384.SAFE,train
oc-0373,S1B_IW_GRDH_1SDV_20191219T154818_20191219T154843_019436_024B6B_A68B.SAFE,train
oc-0374,S1A_IW_GRDH_1SDV_20191221T034420_20191221T034445_030441_037BF3_B34A.SAFE,train
nw-0001-00-000001,S1B_IW_GRDH_1SDV_20190101T034300_20190101T034325_014295_01A97E_39B8.SAFE,train
nw-0002-00-000002,S1A_IW_GRDH_1SDV_20190104T155728_20190104T155753_025330_02CD9D_B67E.SAFE,train
nw-0003-00-000003,S1A_IW_GRDH_1SDV_20190104T155753_20190104T155818_025330_02CD9D_5240.SAFE;S1A_IW_GRDH_1SDV_20190104T155728_20190104T155753_025330_02CD9D_B67E.SAFE,train
nw-0004-00-000004,S1B_IW_GRDH_1SDV_20190111T035941_20190111T040006_014441_01AE2F_B933.SAFE,train
nw-0006-00-000006,S1B_IW_GRDH_1SDV_20190111T035916_20190111T035941_014441_01AE2F_A0C2.SAFE,train
nw-0007-00-000007,S1B_IW_GRDH_1SDV_20190111T035941_20190111T040006_014441_01AE2F_B933.SAFE,train
nw-0012-00-000012,S1A_IW_GRDH_1SDV_20190111T154926_20190111T154951_025432_02D14A_113A.SAFE,train
nw-0013-00-000013,S1A_IW_GRDH_1SDV_20190111T154951_20190111T155016_025432_02D14A_C237.SAFE,train
