image_id,image_filename,image_path,subset,contains_oil,environment,annotation_filename,num_objects,width,height,source_scene,source_product,timestamp
nw-0645-03-000142,nw-0645-03-000142.jpg,images/nw-0645-03-000142.jpg,nw,0,water,,0,640,640,S1_20191208_154016_154156_VV_289,S1A_IW_GRDH_1SDV_20191208T154131_20191208T154156_030259_0375A0_A790.SAFE,2019-12-08T15:40:16
nw-0646-03-000143,nw-0646-03-000143.jpg,images/nw-0646-03-000143.jpg,nw,0,water,,0,640,640,S1_20191213_035858_040037_VV_27,S1B_IW_GRDH_1SDV_20191213T035858_20191213T035923_019341_024871_4AD6.SAFE,2019-12-13T03:58:58
nw-0647-03-000144,nw-0647-03-000144.jpg,images/nw-0647-03-000144.jpg,nw,0,water,,0,640,640,S1_20191213_035858_040037_VV_40,S1B_IW_GRDH_1SDV_20191213T035858_20191213T035923_019341_024871_4AD6.SAFE,2019-12-13T03:58:58
nw-0648-03-000145,nw-0648-03-000145.jpg,images/nw-0648-03-000145.jpg,nw,0,water,,0,640,640,S1_20191213_154844_155024_VV_197,S1A_IW_GRDH_1SDV_20191213T154959_20191213T155024_030332_03783C_0DB6.SAFE,2019-12-13T15:48:44
nw-0649-03-000146,nw-0649-03-000146.jpg,images/nw-0649-03-000146.jpg,nw,0,water,,0,640,640,S1_20191213_154844_155024_VV_239,S1A_IW_GRDH_1SDV_20191213T154959_20191213T155024_030332_03783C_0DB6.SAFE,2019-12-13T15:48:44
nw-0650-03-000147,nw-0650-03-000147.jpg,images/nw-0650-03-000147.jpg,nw,0,water,,0,640,640,S1_20191214_035125_035306_VV_281,S1A_IW_GRDH_1SDV_20191214T035125_20191214T035150_030339_037875_3C8E.SAFE,2019-12-14T03:51:25
nw-0651-03-000148,nw-0651-03-000148.jpg,images/nw-0651-03-000148.jpg,nw,0,water,,0,640,640,S1_20191214_035125_035306_VV_294,S1A_IW_GRDH_1SDV_20191214T035125_20191214T035150_030339_037875_3C8E.SAFE,2019-12-14T03:51:25
nw-0652-03-000149,nw-0652-03-000149.jpg,images/nw-0652-03-000149.jpg,nw,0,water,,0,640,640,S1_20191214_035125_035306_VV_301,S1A_IW_GRDH_1SDV_20191214T035150_20191214T035215_030339_037875_1D0E.SAFE,2019-12-14T03:51:25
nw-0653-03-000150,nw-0653-03-000150.jpg,images/nw-0653-03-000150.jpg,nw,0,water,,0,640,640,S1_20191214_035125_035306_VV_80,S1A_IW_GRDH_1SDV_20191214T035150_20191214T035215_030339_037875_1D0E.SAFE,2019-12-14T03:51:25
nw-0654-03-000151,nw-0654-03-000151.jpg,images/nw-0654-03-000151.jpg,nw,0,water,,0,640,640,S1_20191215_034226_034406_VV_238,S1B_IW_GRDH_1SDV_20191215T034226_20191215T034251_019370_024965_0DDE.SAFE,2019-12-15T03:42:26
nw-0655-03-000152,nw-0655-03-000152.jpg,images/nw-0655-03-000152.jpg,nw,0,water,,0,640,640,S1_20191219_154753_154933_VV_215,S1B_IW_GRDH_1SDV_20191219T154908_20191219T154933_019436_024B6B_E2BB.SAFE,2019-12-19T15:47:53
nw-0656-03-000153,nw-0656-03-000153.jpg,images/nw-0656-03-000153.jpg,nw,0,water,,0,640,640,S1_20191220_035048_035227_VV_25,S1B_IW_GRDH_1SDV_20191220T035048_20191220T035113_019443_024BA5_28B4.SAFE,2019-12-20T03:50:48
nw-0657-03-000154,nw-0657-03-000154.jpg,images/nw-0657-03-000154.jpg,nw,0,water,,0,640,640,S1_20191225_035858_040037_VV_1,S1B_IW_GRDH_1SDV_20191225T035858_20191225T035923_019516_024E03_DEFF.SAFE,2019-12-25T03:58:58
nw-0658-03-000155,nw-0658-03-000155.jpg,images/nw-0658-03-000155.jpg,nw,0,water,,0,640,640,S1_20191225_035858_040037_VV_173,S1B_IW_GRDH_1SDV_20191225T035858_20191225T035923_019516_024E03_DEFF.SAFE,2019-12-25T03:58:58
nw-0659-03-000156,nw-0659-03-000156.jpg,images/nw-0659-03-000156.jpg,nw,0,water,,0,640,640,S1_20191225_035858_040037_VV_31,S1B_IW_GRDH_1SDV_20191225T035948_20191225T040013_019516_024E03_FD65.SAFE,2019-12-25T03:58:58
nw-0660-03-000157,nw-0660-03-000157.jpg,images/nw-0660-03-000157.jpg,nw,0,water,,0,640,640,S1_20191225_154843_155023_VV_220,S1A_IW_GRDH_1SDV_20191225T154933_20191225T154958_030507_037E47_2787.SAFE,2019-12-25T15:48:43
nw-0661-03-000158,nw-0661-03-000158.jpg,images/nw-0661-03-000158.jpg,nw,0,water,,0,640,640,S1_20191225_154843_155023_VV_85,S1A_IW_GRDH_1SDV_20191225T154908_20191225T154933_030507_037E47_44CB.SAFE,2019-12-25T15:48:43
nw-0662-03-000159,nw-0662-03-000159.jpg,images/nw-0662-03-000159.jpg,nw,0,water,,0,640,640,S1_20191226_035124_035306_VV_17,S1A_IW_GRDH_1SDV_20191226T035124_20191226T035149_030514_037E7E_0626.SAFE,2019-12-26T03:51:24
nw-0663-03-000160,nw-0663-03-000160.jpg,images/nw-0663-03-000160.jpg,nw,0,water,,0,640,640,S1_20191226_035124_035306_VV_93,S1A_IW_GRDH_1SDV_20191226T035239_20191226T035306_030514_037E7E_1518.SAFE;S1A_IW_GRDH_1SDV_20191226T035214_20191226T035239_030514_037E7E_8DF3.SAFE,2019-12-26T03:51:24
nw-0664-03-000161,nw-0664-03-000161.jpg,images/nw-0664-03-000161.jpg,nw,0,water,,0,640,640,S1_20191226_153950_154105_VV_286,S1B_IW_GRDH_1SDV_20191226T154040_20191226T154105_019538_024EBC_8CA8.SAFE,2019-12-26T15:39:50
nw-0665-03-000162,nw-0665-03-000162.jpg,images/nw-0665-03-000162.jpg,nw,0,water,,0,640,640,S1_20191231_154753_154933_VV_134,S1B_IW_GRDH_1SDV_20191231T154818_20191231T154843_019611_025103_9D8D.SAFE,2019-12-31T15:47:53
nw-0666-04-000001,nw-0666-04-000001.jpg,images/nw-0666-04-000001.jpg,nw,0,water,,0,640,640,S1_20190121_160449_160629_VV_77,S1A_IW_GRDH_1SDV_20190121T160539_20190121T160604_025578_02D6AC_F0BF.SAFE,2019-01-21T16:04:49
nw-0667-04-000002,nw-0667-04-000002.jpg,images/nw-0667-04-000002.jpg,nw,0,water,,0,640,640,S1_20190122_155641_155735_VV_67,S1B_IW_GRDH_1SDV_20190122T155641_20190122T155710_014609_01B38C_DBD6.SAFE,2019-01-22T15:56:41
nw-0668-04-000003,nw-0668-04-000003.jpg,images/nw-0668-04-000003.jpg,nw,0,water,,0,640,640,S1_20190203_155641_155735_VV_38,S1B_IW_GRDH_1SDV_20190203T155710_20190203T155735_014784_01B937_1B6C.SAFE,2019-02-03T15:56:41
nw-0669-04-000004,nw-0669-04-000004.jpg,images/nw-0669-04-000004.jpg,nw,0,water,,0,640,640,S1_20190203_155641_155735_VV_42,S1B_IW_GRDH_1SDV_20190203T155710_20190203T155735_014784_01B937_1B6C.SAFE,2019-02-03T15:56:41
nw-0670-04-000005,nw-0670-04-000005.jpg,images/nw-0670-04-000005.jpg,nw,0,water,,0,640,640,S1_20190222_035926_040106_VV_167,S1A_IW_GRDH_1SDV_20190222T040041_20190222T040106_026037_02E70F_5AD5.SAFE;S1A_IW_GRDH_1SDV_20190222T040016_20190222T040041_026037_02E70F_FF4E.SAFE,2019-02-22T03:59:26
nw-0671-04-000006,nw-0671-04-000006.jpg,images/nw-0671-04-000006.jpg,nw,0,water,,0,640,640,S1_20190222_035926_040106_VV_176,S1A_IW_GRDH_1SDV_20190222T035926_20190222T035951_026037_02E70F_1C4A.SAFE,2019-02-22T03:59:26
nw-0672-04-000007,nw-0672-04-000007.jpg,images/nw-0672-04-000007.jpg,nw,0,water,,0,640,640,S1_20190222_154745_154925_VV_307,S1B_IW_GRDH_1SDV_20190222T154810_20190222T154835_015061_01C24C_9BBE.SAFE,2019-02-22T15:47:45
nw-0673-04-000008,nw-0673-04-000008.jpg,images/nw-0673-04-000008.jpg,nw,0,water,,0,640,640,S1_20190224_034257_034437_VV_113,S1A_IW_GRDH_1SDV_20190224T034347_20190224T034412_026066_02E816_11C9.SAFE,2019-02-24T03:42:57
nw-0674-04-000009,nw-0674-04-000009.jpg,images/nw-0674-04-000009.jpg,nw,0,water,,0,640,640,S1_20190306_035926_040106_VV_193,S1A_IW_GRDH_1SDV_20190306T040016_20190306T040041_026212_02ED51_9536.SAFE,2019-03-06T03:59:26
nw-0675-04-000010,nw-0675-04-000010.jpg,images/nw-0675-04-000010.jpg,nw,0,water,,0,640,640,S1_20190306_035926_040106_VV_269,S1A_IW_GRDH_1SDV_20190306T035951_20190306T040016_026212_02ED51_0951.SAFE,2019-03-06T03:59:26
nw-0676-04-000011,nw-0676-04-000011.jpg,images/nw-0676-04-000011.jpg,nw,0,water,,0,640,640,S1_20190312_154835_155015_VV_189,S1A_IW_GRDH_1SDV_20190312T154900_20190312T154925_026307_02F0D5_5A39.SAFE,2019-03-12T15:48:35
nw-0677-04-000012,nw-0677-04-000012.jpg,images/nw-0677-04-000012.jpg,nw,0,water,,0,640,640,S1_20190312_154835_155015_VV_199,S1A_IW_GRDH_1SDV_20190312T154900_20190312T154925_026307_02F0D5_5A39.SAFE,2019-03-12T15:48:35
nw-0678-04-000013,nw-0678-04-000013.jpg,images/nw-0678-04-000013.jpg,nw,0,water,,0,640,640,S1_20190318_154745_154925_VV_119,S1B_IW_GRDH_1SDV_20190318T154810_20190318T154835_015411_01CDBD_41F5.SAFE,2019-03-18T15:47:45
nw-0679-04-000014,nw-0679-04-000014.jpg,images/nw-0679-04-000014.jpg,nw,0,water,,0,640,640,S1_20190318_154745_154925_VV_121,S1B_IW_GRDH_1SDV_20190318T154810_20190318T154835_015411_01CDBD_41F5.SAFE,2019-03-18T15:47:45
nw-0680-04-000015,nw-0680-04-000015.jpg,images/nw-0680-04-000015.jpg,nw,0,water,,0,640,640,S1_20190319_035039_035218_VV_171,S1B_IW_GRDH_1SDV_20190319T035104_20190319T035129_015418_01CDFB_86C8.SAFE,2019-03-19T03:50:39
nw-0681-04-000016,nw-0681-04-000016.jpg,images/nw-0681-04-000016.jpg,nw,0,water,,0,640,640,S1_20190405_035850_040029_VV_72,S1B_IW_GRDH_1SDV_20190405T035940_20190405T040005_015666_01D628_676F.SAFE,2019-04-05T03:58:50
nw-0682-04-000017,nw-0682-04-000017.jpg,images/nw-0682-04-000017.jpg,nw,0,water,,0,640,640,S1_20190405_154836_155016_VV_228,S1A_IW_GRDH_1SDV_20190405T154926_20190405T154951_026657_02FDC3_6F15.SAFE,2019-04-05T15:48:36
nw-0683-04-000018,nw-0683-04-000018.jpg,images/nw-0683-04-000018.jpg,nw,0,water,,0,640,640,S1_20190406_035117_035258_VV_140,S1A_IW_GRDH_1SDV_20190406T035142_20190406T035207_026664_02FE02_BB0A.SAFE,2019-04-06T03:51:17
nw-0684-04-000019,nw-0684-04-000019.jpg,images/nw-0684-04-000019.jpg,nw,0,water,,0,640,640,S1_20190406_035117_035258_VV_180,S1A_IW_GRDH_1SDV_20190406T035117_20190406T035142_026664_02FE02_C5A5.SAFE,2019-04-06T03:51:17
nw-0685-04-000020,nw-0685-04-000020.jpg,images/nw-0685-04-000020.jpg,nw,0,water,,0,640,640,S1_20190406_035117_035258_VV_213,S1A_IW_GRDH_1SDV_20190406T035142_20190406T035207_026664_02FE02_BB0A.SAFE;S1A_IW_GRDH_1SDV_20190406T035117_20190406T035142_026664_02FE02_C5A5.SAFE,2019-04-06T03:51:17
nw-0686-04-000021,nw-0686-04-000021.jpg,images/nw-0686-04-000021.jpg,nw,0,water,,0,640,640,S1_20190406_035117_035258_VV_253,S1A_IW_GRDH_1SDV_20190406T035142_20190406T035207_026664_02FE02_BB0A.SAFE,2019-04-06T03:51:17
nw-0687-04-000022,nw-0687-04-000022.jpg,images/nw-0687-04-000022.jpg,nw,0,water,,0,640,640,S1_20190406_035117_035258_VV_81,S1A_IW_GRDH_1SDV_20190406T035117_20190406T035142_026664_02FE02_C5A5.SAFE,2019-04-06T03:51:17
nw-0688-04-000023,nw-0688-04-000023.jpg,images/nw-0688-04-000023.jpg,nw,0,water,,0,640,640,S1_20190406_035117_035258_VV_87,S1A_IW_GRDH_1SDV_20190406T035142_20190406T035207_026664_02FE02_BB0A.SAFE;S1A_IW_GRDH_1SDV_20190406T035117_20190406T035142_026664_02FE02_C5A5.SAFE,2019-04-06T03:51:17
nw-0689-04-000024,nw-0689-04-000024.jpg,images/nw-0689-04-000024.jpg,nw,0,water,,0,640,640,S1_20190427_160450_160630_VV_239,S1A_IW_GRDH_1SDV_20190427T160515_20190427T160540_026978_03096D_9164.SAFE,2019-04-27T16:04:50
nw-0690-04-000025,nw-0690-04-000025.jpg,images/nw-0690-04-000025.jpg,nw,0,water,,0,640,640,S1_20190427_160450_160630_VV_242,S1A_IW_GRDH_1SDV_20190427T160515_20190427T160540_026978_03096D_9164.SAFE,2019-04-27T16:04:50
nw-0691-04-000026,nw-0691-04-000026.jpg,images/nw-0691-04-000026.jpg,nw,0,water,,0,640,640,S1_20190427_160450_160630_VV_259,S1A_IW_GRDH_1SDV_20190427T160540_20190427T160605_026978_03096D_E604.SAFE,2019-04-27T16:04:50
nw-0692-04-000027,nw-0692-04-000027.jpg,images/nw-0692-04-000027.jpg,nw,0,water,,0,640,640,S1_20190427_160450_160630_VV_318,S1A_IW_GRDH_1SDV_20190427T160605_20190427T160630_026978_03096D_3B92.SAFE,2019-04-27T16:04:50
nw-0693-04-000028,nw-0693-04-000028.jpg,images/nw-0693-04-000028.jpg,nw,0,water,,0,640,640,S1_20190429_035851_040030_VV_42,S1B_IW_GRDH_1SDV_20190429T035851_20190429T035916_016016_01E1C8_1C16.SAFE,2019-04-29T03:58:51
nw-0694-04-000029,nw-0694-04-000029.jpg,images/nw-0694-04-000029.jpg,nw,0,water,,0,640,640,S1_20190429_154837_155017_VV_205,S1A_IW_GRDH_1SDV_20190429T154902_20190429T154927_027007_030A73_CA6D.SAFE,2019-04-29T15:48:37
nw-0695-04-000030,nw-0695-04-000030.jpg,images/nw-0695-04-000030.jpg,nw,0,water,,0,640,640,S1_20190429_154837_155017_VV_244,S1A_IW_GRDH_1SDV_20190429T154952_20190429T155017_027007_030A73_3AD5.SAFE,2019-04-29T15:48:37
nw-0696-04-000031,nw-0696-04-000031.jpg,images/nw-0696-04-000031.jpg,nw,0,water,,0,640,640,S1_20190430_035118_035259_VV_109,S1A_IW_GRDH_1SDV_20190430T035143_20190430T035208_027014_030AB6_4943.SAFE,2019-04-30T03:51:18
nw-0697-04-000032,nw-0697-04-000032.jpg,images/nw-0697-04-000032.jpg,nw,0,water,,0,640,640,S1_20190430_035118_035259_VV_159,S1A_IW_GRDH_1SDV_20190430T035118_20190430T035143_027014_030AB6_614C.SAFE,2019-04-30T03:51:18
nw-0698-04-000033,nw-0698-04-000033.jpg,images/nw-0698-04-000033.jpg,nw,0,water,,0,640,640,S1_20190501_034219_034359_VV_143,S1B_IW_GRDH_1SDV_20190501T034244_20190501T034309_016045_01E2CB_793F.SAFE,2019-05-01T03:42:19
nw-0699-04-000034,nw-0699-04-000034.jpg,images/nw-0699-04-000034.jpg,nw,0,water,,0,640,640,S1_20190501_034219_034359_VV_208,S1B_IW_GRDH_1SDV_20190501T034244_20190501T034309_016045_01E2CB_793F.SAFE,2019-05-01T03:42:19
nw-0700-04-000035,nw-0700-04-000035.jpg,images/nw-0700-04-000035.jpg,nw,0,water,,0,640,640,S1_20190523_154838_155018_VV_121,S1A_IW_GRDH_1SDV_20190523T154903_20190523T154928_027357_0315EA_95BE.SAFE,2019-05-23T15:48:38
nw-0701-04-000036,nw-0701-04-000036.jpg,images/nw-0701-04-000036.jpg,nw,0,water,,0,640,640,S1_20190523_154838_155018_VV_265,S1A_IW_GRDH_1SDV_20190523T154903_20190523T154928_027357_0315EA_95BE.SAFE,2019-05-23T15:48:38
nw-0702-04-000037,nw-0702-04-000037.jpg,images/nw-0702-04-000037.jpg,nw,0,water,,0,640,640,S1_20190523_154838_155018_VV_70,S1A_IW_GRDH_1SDV_20190523T154903_20190523T154928_027357_0315EA_95BE.SAFE,2019-05-23T15:48:38
nw-0703-04-000038,nw-0703-04-000038.jpg,images/nw-0703-04-000038.jpg,nw,0,water,,0,640,640,S1_20190523_154838_155018_VV_83,S1A_IW_GRDH_1SDV_20190523T154903_20190523T154928_027357_0315EA_95BE.SAFE,2019-05-23T15:48:38
nw-0704-04-000039,nw-0704-04-000039.jpg,images/nw-0704-04-000039.jpg,nw,0,water,,0,640,640,S1_20190527_160407_160547_VV_153,S1B_IW_GRDH_1SDV_20190527T160457_20190527T160522_016432_01EEE6_4F2E.SAFE,2019-05-27T16:04:07
nw-0705-04-000040,nw-0705-04-000040.jpg,images/nw-0705-04-000040.jpg,nw,0,water,,0,640,640,S1_20190616_035853_040032_VV_34,S1B_IW_GRDH_1SDV_20190616T035853_20190616T035918_016716_01F766_7932.SAFE,2019-06-16T03:58:53
nw-0706-04-000041,nw-0706-04-000041.jpg,images/nw-0706-04-000041.jpg,nw,0,water,,0,640,640,S1_20190623_035044_035223_VV_212,S1B_IW_GRDH_1SDV_20190623T035109_20190623T035134_016818_01FA62_8B22.SAFE,2019-06-23T03:50:44
nw-0707-04-000042,nw-0707-04-000042.jpg,images/nw-0707-04-000042.jpg,nw,0,water,,0,640,640,S1_20190623_035044_035223_VV_220,S1B_IW_GRDH_1SDV_20190623T035109_20190623T035134_016818_01FA62_8B22.SAFE,2019-06-23T03:50:44
nw-0708-04-000043,nw-0708-04-000043.jpg,images/nw-0708-04-000043.jpg,nw,0,water,,0,640,640,S1_20190626_160452_160632_VV_50,S1A_IW_GRDH_1SDV_20190626T160607_20190626T160632_027853_032501_C521.SAFE,2019-06-26T16:04:52
nw-0709-04-000044,nw-0709-04-000044.jpg,images/nw-0709-04-000044.jpg,nw,0,water,,0,640,640,S1_20190710_035855_040034_VV_73,S1B_IW_GRDH_1SDV_20190710T035855_20190710T035920_017066_0201C0_74E8.SAFE,2019-07-10T03:58:55
nw-0710-04-000045,nw-0710-04-000045.jpg,images/nw-0710-04-000045.jpg,nw,0,water,,0,640,640,S1_20190710_154840_155020_VV_55,S1A_IW_GRDH_1SDV_20190710T154955_20190710T155020_028057_032B2E_84B8.SAFE,2019-07-10T15:48:40
nw-0711-04-000046,nw-0711-04-000046.jpg,images/nw-0711-04-000046.jpg,nw,0,water,,0,640,640,S1_20190717_035045_035224_VV_1,S1B_IW_GRDH_1SDV_20190717T035045_20190717T035110_017168_0204B7_F192.SAFE,2019-07-17T03:50:45
nw-0712-04-000047,nw-0712-04-000047.jpg,images/nw-0712-04-000047.jpg,nw,0,water,,0,640,640,S1_20190801_160455_160635_VV_19,S1A_IW_GRDH_1SDV_20190801T160610_20190801T160635_028378_0334F0_3274.SAFE,2019-08-01T16:04:55
nw-0713-04-000048,nw-0713-04-000048.jpg,images/nw-0713-04-000048.jpg,nw,0,water,,0,640,640,S1_20190815_035857_040036_VV_95,S1B_IW_GRDH_1SDV_20190815T035947_20190815T040012_017591_021171_8782.SAFE,2019-08-15T03:58:57
nw-0714-04-000049,nw-0714-04-000049.jpg,images/nw-0714-04-000049.jpg,nw,0,water,,0,640,640,S1_20190817_034225_034405_VV_112,S1B_IW_GRDH_1SDV_20190817T034340_20190817T034405_017620_021260_79A2.SAFE,2019-08-17T03:42:25
nw-0715-04-000050,nw-0715-04-000050.jpg,images/nw-0715-04-000050.jpg,nw,0,water,,0,640,640,S1_20190822_154015_154155_VV_108,S1A_IW_GRDH_1SDV_20190822T154130_20190822T154155_028684_033F1B_7F0B.SAFE,2019-08-22T15:40:15
nw-0716-04-000051,nw-0716-04-000051.jpg,images/nw-0716-04-000051.jpg,nw,0,water,,0,640,640,S1_20190823_034305_034445_VV_142,S1A_IW_GRDH_1SDV_20190823T034305_20190823T034330_028691_033F57_8F26.SAFE,2019-08-23T03:43:05
nw-0717-04-000052,nw-0717-04-000052.jpg,images/nw-0717-04-000052.jpg,nw,0,water,,0,640,640,S1_20190903_035048_035227_VV_47,S1B_IW_GRDH_1SDV_20190903T035048_20190903T035113_017868_021A04_F4FB.SAFE,2019-09-03T03:50:48
nw-0718-04-000053,nw-0718-04-000053.jpg,images/nw-0718-04-000053.jpg,nw,0,water,,0,640,640,S1_20190909_035125_035306_VV_57,S1A_IW_GRDH_1SDV_20190909T035125_20190909T035150_028939_034806_F874.SAFE,2019-09-09T03:51:25
nw-0719-04-000054,nw-0719-04-000054.jpg,images/nw-0719-04-000054.jpg,nw,0,water,,0,640,640,S1_20190921_153951_154106_VV_82,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,2019-09-21T15:39:51
nw-0720-04-000055,nw-0720-04-000055.jpg,images/nw-0720-04-000055.jpg,nw,0,water,,0,640,640,S1_20190921_153951_154106_VV_83,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,2019-09-21T15:39:51
nw-0721-04-000056,nw-0721-04-000056.jpg,images/nw-0721-04-000056.jpg,nw,0,water,,0,640,640,S1_20190926_035936_040116_VV_209,S1A_IW_GRDH_1SDV_20190926T040026_20190926T040051_029187_035080_F816.SAFE,2019-09-26T03:59:36
nw-0722-04-000057,nw-0722-04-000057.jpg,images/nw-0722-04-000057.jpg,nw,0,water,,0,640,640,S1_20190926_154755_154935_VV_172,S1B_IW_GRDH_1SDV_20190926T154820_20190926T154845_018211_0224A2_1533.SAFE,2019-09-26T15:47:55
nw-0723-04-000058,nw-0723-04-000058.jpg,images/nw-0723-04-000058.jpg,nw,0,water,,0,640,640,S1_20190928_034306_034446_VV_179,S1A_IW_GRDH_1SDV_20190928T034306_20190928T034331_029216_035188_C68D.SAFE,2019-09-28T03:43:06
nw-0724-04-000059,nw-0724-04-000059.jpg,images/nw-0724-04-000059.jpg,nw,0,water,,0,640,640,S1_20191001_155650_155744_VV_26,S1B_IW_GRDH_1SDV_20191001T155650_20191001T155719_018284_0226F3_A521.SAFE,2019-10-01T15:56:50
nw-0725-04-000060,nw-0725-04-000060.jpg,images/nw-0725-04-000060.jpg,nw,0,water,,0,640,640,S1_20191001_155650_155744_VV_72,S1B_IW_GRDH_1SDV_20191001T155719_20191001T155744_018284_0226F3_023E.SAFE,2019-10-01T15:56:50
nw-0726-04-000061,nw-0726-04-000061.jpg,images/nw-0726-04-000061.jpg,nw,0,water,,0,640,640,S1_20191002_035859_040038_VV_184,S1B_IW_GRDH_1SDV_20191002T035924_20191002T035949_018291_022738_4C40.SAFE;S1B_IW_GRDH_1SDV_20191002T035859_20191002T035924_018291_022738_414F.SAFE,2019-10-02T03:58:59
nw-0727-04-000062,nw-0727-04-000062.jpg,images/nw-0727-04-000062.jpg,nw,0,water,,0,640,640,S1_20191002_035859_040038_VV_191,S1B_IW_GRDH_1SDV_20191002T035924_20191002T035949_018291_022738_4C40.SAFE,2019-10-02T03:58:59
nw-0728-04-000063,nw-0728-04-000063.jpg,images/nw-0728-04-000063.jpg,nw,0,water,,0,640,640,S1_20191002_035859_040038_VV_29,S1B_IW_GRDH_1SDV_20191002T035924_20191002T035949_018291_022738_4C40.SAFE,2019-10-02T03:58:59
nw-0729-04-000064,nw-0729-04-000064.jpg,images/nw-0729-04-000064.jpg,nw,0,water,,0,640,640,S1_20191002_035859_040038_VV_43,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE;S1B_IW_GRDH_1SDV_20191002T035924_20191002T035949_018291_022738_4C40.SAFE,2019-10-02T03:58:59
nw-0730-04-000065,nw-0730-04-000065.jpg,images/nw-0730-04-000065.jpg,nw,0,water,,0,640,640,S1_20191008_154754_154934_VV_143,S1B_IW_GRDH_1SDV_20191008T154844_20191008T154909_018386_022A2C_1FB0.SAFE,2019-10-08T15:47:54
nw-0731-04-000066,nw-0731-04-000066.jpg,images/nw-0731-04-000066.jpg,nw,0,water,,0,640,640,S1_20191008_154754_154934_VV_32,S1B_IW_GRDH_1SDV_20191008T154909_20191008T154934_018386_022A2C_AF1F.SAFE,2019-10-08T15:47:54
nw-0732-04-000067,nw-0732-04-000067.jpg,images/nw-0732-04-000067.jpg,nw,0,water,,0,640,640,S1_20191013_155650_155744_VV_60,S1B_IW_GRDH_1SDV_20191013T155719_20191013T155744_018459_022C6B_D17C.SAFE,2019-10-13T15:56:50
nw-0733-04-000068,nw-0733-04-000068.jpg,images/nw-0733-04-000068.jpg,nw,0,water,,0,640,640,S1_20191014_154845_155025_VV_174,S1A_IW_GRDH_1SDV_20191014T154935_20191014T155000_029457_0359DE_42F0.SAFE,2019-10-14T15:48:45
nw-0734-04-000069,nw-0734-04-000069.jpg,images/nw-0734-04-000069.jpg,nw,0,water,,0,640,640,S1_20191015_035126_035307_VV_169,S1A_IW_GRDH_1SDV_20191015T035216_20191015T035241_029464_035A19_207B.SAFE,2019-10-15T03:51:26
nw-0735-04-000070,nw-0735-04-000070.jpg,images/nw-0735-04-000070.jpg,nw,0,water,,0,640,640,S1_20191019_155647_155827_VV_112,S1A_IW_GRDH_1SDV_20191019T155737_20191019T155802_029530_035C5B_E72A.SAFE,2019-10-19T15:56:47
nw-0736-04-000071,nw-0736-04-000071.jpg,images/nw-0736-04-000071.jpg,nw,0,water,,0,640,640,S1_20191021_035049_035228_VV_172,S1B_IW_GRDH_1SDV_20191021T035139_20191021T035204_018568_022FC0_7FCF.SAFE,2019-10-21T03:50:49
nw-0737-04-000072,nw-0737-04-000072.jpg,images/nw-0737-04-000072.jpg,nw,0,water,,0,640,640,S1_20191026_154845_155025_VV_35,S1A_IW_GRDH_1SDV_20191026T155000_20191026T155025_029632_035FDD_D78E.SAFE,2019-10-26T15:48:45
nw-0738-04-000073,nw-0738-04-000073.jpg,images/nw-0738-04-000073.jpg,nw,0,water,,0,640,640,S1_20191030_160414_160554_VV_135,S1B_IW_GRDH_1SDV_20191030T160439_20191030T160504_018707_023425_6ED4.SAFE,2019-10-30T16:04:14
nw-0739-04-000074,nw-0739-04-000074.jpg,images/nw-0739-04-000074.jpg,nw,0,water,,0,640,640,S1_20191114_154017_154157_VV_107,S1A_IW_GRDH_1SDV_20191114T154132_20191114T154157_029909_03698D_5D14.SAFE,2019-11-14T15:40:17
nw-0740-04-000075,nw-0740-04-000075.jpg,images/nw-0740-04-000075.jpg,nw,0,water,,0,640,640,S1_20191114_154017_154157_VV_119,S1A_IW_GRDH_1SDV_20191114T154132_20191114T154157_029909_03698D_5D14.SAFE,2019-11-14T15:40:17
nw-0741-04-000076,nw-0741-04-000076.jpg,images/nw-0741-04-000076.jpg,nw,0,water,,0,640,640,S1_20191218_155645_155825_VV_308,S1A_IW_GRDH_1SDV_20191218T155735_20191218T155800_030405_037AC0_7BA1.SAFE,2019-12-18T15:56:45
nw-0742-04-000077,nw-0742-04-000077.jpg,images/nw-0742-04-000077.jpg,nw,0,water,,0,640,640,S1_20191219_035935_040115_VV_182,S1A_IW_GRDH_1SDV_20191219T040025_20191219T040050_030412_037AF3_317B.SAFE,2019-12-19T03:59:35
nw-0743-04-000078,nw-0743-04-000078.jpg,images/nw-0743-04-000078.jpg,nw,0,water,,0,640,640,S1_20191220_035048_035227_VV_263,S1B_IW_GRDH_1SDV_20191220T035048_20191220T035113_019443_024BA5_28B4.SAFE,2019-12-20T03:50:48
nw-0744-04-000079,nw-0744-04-000079.jpg,images/nw-0744-04-000079.jpg,nw,0,water,,0,640,640,S1_20191220_154015_154155_VV_360,S1A_IW_GRDH_1SDV_20191220T154105_20191220T154130_030434_037BB3_C3D6.SAFE;S1A_IW_GRDH_1SDV_20191220T154040_20191220T154105_030434_037BB3_A7C8.SAFE,2019-12-20T15:40:15
